image_path,label
dataset/real\beef_carpaccio\3272465.jpg,1
dataset/real\red_velvet_cake\632540.jpg,1
dataset/real\samosa\812692.jpg,1
dataset/real\ramen\82567.jpg,1
dataset/real\edamame\77335.jpg,1
dataset/real\caprese_salad\3901537.jpg,1
dataset/real\escargots\505097.jpg,1
dataset/fake\pulled_pork_sandwich\968646.jpg,0
dataset/fake\crab_cakes\912450.jpg,0
dataset/real\grilled_cheese_sandwich\81012.jpg,1
dataset/real\edamame\76528.jpg,1
dataset/fake\pancakes\77929.jpg,0
dataset/fake\cheese_plate\3651355.jpg,0
dataset/real\beef_tartare\2483482.jpg,1
dataset/fake\baby_back_ribs\2561928.jpg,0
dataset/fake\lobster_roll_sandwich\97570.jpg,0
dataset/real\french_toast\783372.jpg,1
dataset/real\chocolate_cake\639222.jpg,1
dataset/real\chicken_wings\1968726.jpg,1
dataset/fake\bibimbap\2409411.jpg,0
dataset/real\lasagna\824678.jpg,1
dataset/real\caprese_salad\2939968.jpg,1
dataset/real\french_onion_soup\7746.jpg,1
dataset/real\cheese_plate\1353209.jpg,1
dataset/real\chicken_quesadilla\847485.jpg,1
dataset/real\poutine\864430.jpg,1
dataset/fake\hot_dog\93133.jpg,0
dataset/real\frozen_yogurt\82959.jpg,1
dataset/real\escargots\521425.jpg,1
dataset/real\greek_salad\943299.jpg,1
dataset/fake\cup_cakes\74736.jpg,0
dataset/real\pizza\77677.jpg,1
dataset/real\beef_tartare\1037894.jpg,1
dataset/real\ramen\94432.jpg,1
dataset/fake\dumplings\829678.jpg,0
dataset/real\tuna_tartare\814761.jpg,1
dataset/real\croque_madame\979414.jpg,1
dataset/fake\chicken_quesadilla\3876388.jpg,0
dataset/fake\foie_gras\69329.jpg,0
dataset/real\french_toast\790939.jpg,1
dataset/fake\oysters\93643.jpg,0
dataset/fake\hamburger\724367.jpg,0
dataset/real\poutine\875226.jpg,1
dataset/real\beet_salad\565113.jpg,1
dataset/real\greek_salad\99676.jpg,1
dataset/fake\miso_soup\846723.jpg,0
dataset/real\fish_and_chips\3860849.jpg,1
dataset/real\chicken_curry\2248177.jpg,1
dataset/real\samosa\800516.jpg,1
dataset/fake\hot_dog\917699.jpg,0
dataset/real\dumplings\829678.jpg,1
dataset/fake\pho\5968.jpg,0
dataset/real\lasagna\816974.jpg,1
dataset/real\cheesecake\970606.jpg,1
dataset/fake\club_sandwich\859861.jpg,0
dataset/fake\oysters\899213.jpg,0
dataset/fake\hamburger\97917.jpg,0
dataset/real\filet_mignon\867732.jpg,1
dataset/fake\red_velvet_cake\94192.jpg,0
dataset/fake\ceviche\715178.jpg,0
dataset/real\hummus\892687.jpg,1
dataset/real\pork_chop\64079.jpg,1
dataset/fake\tacos\874446.jpg,0
dataset/fake\filet_mignon\873596.jpg,0
dataset/fake\takoyaki\660600.jpg,0
dataset/fake\tiramisu\522617.jpg,0
dataset/real\tuna_tartare\867082.jpg,1
dataset/real\beef_tartare\3234325.jpg,1
dataset/real\miso_soup\874075.jpg,1
dataset/fake\cheese_plate\3182251.jpg,0
dataset/real\seaweed_salad\89430.jpg,1
dataset/fake\cup_cakes\80500.jpg,0
dataset/fake\chocolate_mousse\930454.jpg,0
dataset/real\spring_rolls\81332.jpg,1
dataset/fake\donuts\771276.jpg,0
dataset/fake\ceviche\2561427.jpg,0
dataset/fake\lobster_roll_sandwich\8893.jpg,0
dataset/fake\spaghetti_bolognese\808357.jpg,0
dataset/real\oysters\911487.jpg,1
dataset/real\chicken_quesadilla\2132661.jpg,1
dataset/real\caprese_salad\2089982.jpg,1
dataset/real\beef_tartare\2077882.jpg,1
dataset/fake\eggs_benedict\7177.jpg,0
dataset/fake\chocolate_mousse\97831.jpg,0
dataset/fake\chocolate_mousse\925530.jpg,0
dataset/real\tacos\874556.jpg,1
dataset/fake\tuna_tartare\867394.jpg,0
dataset/real\spring_rolls\684015.jpg,1
dataset/fake\chicken_wings\2219543.jpg,0
dataset/fake\prime_rib\96213.jpg,0
dataset/real\risotto\75011.jpg,1
dataset/fake\cup_cakes\72335.jpg,0
dataset/fake\apple_pie\3708762.jpg,0
dataset/fake\beignets\299009.jpg,0
dataset/real\pho\58456.jpg,1
dataset/real\nachos\93041.jpg,1
dataset/fake\ramen\80967.jpg,0
dataset/fake\pho\65130.jpg,0
dataset/fake\donuts\93779.jpg,0
dataset/fake\hamburger\91789.jpg,0
dataset/real\baklava\3222525.jpg,1
dataset/fake\grilled_salmon\905729.jpg,0
dataset/fake\caprese_salad\3851238.jpg,0
dataset/fake\garlic_bread\801612.jpg,0
dataset/fake\spaghetti_carbonara\697391.jpg,0
dataset/real\lobster_bisque\813441.jpg,1
dataset/fake\chicken_wings\1618960.jpg,0
dataset/real\fried_calamari\8886.jpg,1
dataset/fake\shrimp_and_grits\933996.jpg,0
dataset/fake\baklava\2137008.jpg,0
dataset/real\chicken_wings\2054901.jpg,1
dataset/real\caprese_salad\55596.jpg,1
dataset/fake\baby_back_ribs\1862790.jpg,0
dataset/fake\donuts\781145.jpg,0
dataset/real\gnocchi\759897.jpg,1
dataset/real\garlic_bread\95606.jpg,1
dataset/real\waffles\757194.jpg,1
dataset/real\oysters\885112.jpg,1
dataset/real\risotto\75664.jpg,1
dataset/fake\lobster_roll_sandwich\85201.jpg,0
dataset/real\pancakes\92527.jpg,1
dataset/real\lasagna\774730.jpg,1
dataset/real\caesar_salad\301116.jpg,1
dataset/fake\ice_cream\880755.jpg,0
dataset/real\hamburger\83196.jpg,1
dataset/fake\dumplings\822773.jpg,0
dataset/real\bread_pudding\343133.jpg,1
dataset/fake\baklava\3222525.jpg,0
dataset/real\lobster_bisque\881198.jpg,1
dataset/real\grilled_cheese_sandwich\767715.jpg,1
dataset/real\garlic_bread\858429.jpg,1
dataset/fake\donuts\778567.jpg,0
dataset/real\beef_tartare\3587417.jpg,1
dataset/fake\creme_brulee\929976.jpg,0
dataset/fake\filet_mignon\859107.jpg,0
dataset/real\breakfast_burrito\553591.jpg,1
dataset/real\mussels\6840.jpg,1
dataset/real\chocolate_mousse\99366.jpg,1
dataset/real\deviled_eggs\662604.jpg,1
dataset/real\red_velvet_cake\74024.jpg,1
dataset/fake\bread_pudding\1944934.jpg,0
dataset/fake\seaweed_salad\85409.jpg,0
dataset/real\churros\910727.jpg,1
dataset/real\caesar_salad\3653070.jpg,1
dataset/fake\dumplings\856176.jpg,0
dataset/fake\onion_rings\86863.jpg,0
dataset/fake\tiramisu\521895.jpg,0
dataset/real\grilled_salmon\930889.jpg,1
dataset/real\hamburger\72266.jpg,1
dataset/fake\breakfast_burrito\2257546.jpg,0
dataset/real\prime_rib\99201.jpg,1
dataset/real\waffles\734861.jpg,1
dataset/real\cheesecake\629317.jpg,1
dataset/fake\fish_and_chips\1727465.jpg,0
dataset/fake\pork_chop\642275.jpg,0
dataset/real\prime_rib\98675.jpg,1
dataset/real\baklava\3038844.jpg,1
dataset/real\fish_and_chips\2805153.jpg,1
dataset/fake\bruschetta\3665558.jpg,0
dataset/real\nachos\81821.jpg,1
dataset/fake\beignets\2472356.jpg,0
dataset/fake\panna_cotta\620825.jpg,0
dataset/fake\nachos\90700.jpg,0
dataset/fake\greek_salad\83665.jpg,0
dataset/real\cannoli\2057635.jpg,1
dataset/real\tuna_tartare\92525.jpg,1
dataset/fake\hamburger\73783.jpg,0
dataset/fake\ravioli\819595.jpg,0
dataset/real\shrimp_and_grits\975393.jpg,1
dataset/fake\waffles\97015.jpg,0
dataset/fake\hummus\861994.jpg,0
dataset/real\mussels\72165.jpg,1
dataset/real\apple_pie\2819375.jpg,1
dataset/real\red_velvet_cake\66489.jpg,1
dataset/fake\deviled_eggs\89206.jpg,0
dataset/fake\lobster_roll_sandwich\843536.jpg,0
dataset/fake\greek_salad\943299.jpg,0
dataset/real\pho\58153.jpg,1
dataset/real\chicken_curry\316155.jpg,1
dataset/fake\paella\80724.jpg,0
dataset/real\apple_pie\1946376.jpg,1
dataset/fake\carrot_cake\1623924.jpg,0
dataset/real\spaghetti_bolognese\850480.jpg,1
dataset/real\steak\640024.jpg,1
dataset/real\beef_carpaccio\2605475.jpg,1
dataset/real\panna_cotta\620825.jpg,1
dataset/real\pulled_pork_sandwich\956304.jpg,1
dataset/real\pad_thai\74547.jpg,1
dataset/real\ice_cream\904498.jpg,1
dataset/real\bruschetta\1169212.jpg,1
dataset/fake\bread_pudding\3699273.jpg,0
dataset/real\strawberry_shortcake\976997.jpg,1
dataset/real\shrimp_and_grits\932399.jpg,1
dataset/fake\steak\637374.jpg,0
dataset/fake\macaroni_and_cheese\78333.jpg,0
dataset/real\pulled_pork_sandwich\967078.jpg,1
dataset/real\filet_mignon\859107.jpg,1
dataset/fake\shrimp_and_grits\917823.jpg,0
dataset/fake\chicken_curry\1615877.jpg,0
dataset/real\beef_carpaccio\1126471.jpg,1
dataset/fake\donuts\759973.jpg,0
dataset/fake\seaweed_salad\86499.jpg,0
dataset/real\bibimbap\2499871.jpg,1
dataset/real\lobster_bisque\813991.jpg,1
dataset/real\chicken_curry\1615877.jpg,1
dataset/fake\club_sandwich\864823.jpg,0
dataset/fake\grilled_cheese_sandwich\783187.jpg,0
dataset/fake\guacamole\872429.jpg,0
dataset/fake\red_velvet_cake\628076.jpg,0
dataset/real\takoyaki\660040.jpg,1
dataset/fake\mussels\67522.jpg,0
dataset/fake\eggs_benedict\9853.jpg,0
dataset/real\ceviche\1598359.jpg,1
dataset/real\cheese_plate\3849851.jpg,1
dataset/real\cup_cakes\74736.jpg,1
dataset/real\escargots\510162.jpg,1
dataset/real\creme_brulee\935865.jpg,1
dataset/real\breakfast_burrito\537375.jpg,1
dataset/fake\spring_rolls\700881.jpg,0
dataset/real\macarons\839307.jpg,1
dataset/fake\pulled_pork_sandwich\972710.jpg,0
dataset/fake\fish_and_chips\559350.jpg,0
dataset/real\donuts\93779.jpg,1
dataset/fake\club_sandwich\885166.jpg,0
dataset/real\miso_soup\860267.jpg,1
dataset/fake\spaghetti_carbonara\715901.jpg,0
dataset/real\hamburger\81732.jpg,1
dataset/real\beef_tartare\637873.jpg,1
dataset/fake\paella\6991.jpg,0
dataset/real\mussels\88986.jpg,1
dataset/real\sashimi\87381.jpg,1
dataset/fake\bread_pudding\1420072.jpg,0
dataset/real\hot_dog\91857.jpg,1
dataset/real\pulled_pork_sandwich\969783.jpg,1
dataset/fake\cup_cakes\91387.jpg,0
dataset/fake\spaghetti_bolognese\862263.jpg,0
dataset/fake\greek_salad\997715.jpg,0
dataset/fake\fried_rice\61401.jpg,0
dataset/real\red_velvet_cake\628076.jpg,1
dataset/real\hot_and_sour_soup\75477.jpg,1
dataset/fake\pad_thai\73180.jpg,0
dataset/real\edamame\759609.jpg,1
dataset/fake\takoyaki\692871.jpg,0
dataset/fake\falafel\995977.jpg,0
dataset/fake\scallops\700061.jpg,0
dataset/fake\chicken_wings\1607017.jpg,0
dataset/real\churros\927440.jpg,1
dataset/fake\steak\647683.jpg,0
dataset/fake\baklava\441109.jpg,0
dataset/fake\panna_cotta\598270.jpg,0
dataset/real\ramen\99899.jpg,1
dataset/fake\ramen\85641.jpg,0
dataset/real\panna_cotta\93781.jpg,1
dataset/real\breakfast_burrito\3350697.jpg,1
dataset/fake\cup_cakes\71410.jpg,0
dataset/real\tuna_tartare\790812.jpg,1
dataset/real\foie_gras\574338.jpg,1
dataset/real\poutine\892377.jpg,1
dataset/real\eggs_benedict\7718.jpg,1
dataset/real\beef_carpaccio\1738745.jpg,1
dataset/real\prime_rib\815266.jpg,1
dataset/fake\grilled_salmon\97342.jpg,0
dataset/fake\waffles\88648.jpg,0
dataset/fake\lobster_bisque\782229.jpg,0
dataset/real\eggs_benedict\997623.jpg,1
dataset/real\onion_rings\74527.jpg,1
dataset/fake\lasagna\797538.jpg,0
dataset/real\donuts\778567.jpg,1
dataset/fake\fried_rice\518453.jpg,0
dataset/real\paella\575389.jpg,1
dataset/fake\tiramisu\96202.jpg,0
dataset/fake\chocolate_mousse\90898.jpg,0
dataset/fake\nachos\99050.jpg,0
dataset/fake\pork_chop\85404.jpg,0
dataset/real\spaghetti_carbonara\677279.jpg,1
dataset/fake\strawberry_shortcake\98608.jpg,0
dataset/fake\fried_rice\61049.jpg,0
dataset/fake\creme_brulee\901303.jpg,0
dataset/real\pad_thai\728274.jpg,1
dataset/fake\escargots\505097.jpg,0
dataset/fake\macarons\886478.jpg,0
dataset/real\prime_rib\858121.jpg,1
dataset/fake\baby_back_ribs\2710948.jpg,0
dataset/real\churros\863367.jpg,1
dataset/real\macaroni_and_cheese\78333.jpg,1
dataset/real\greek_salad\979057.jpg,1
dataset/fake\sashimi\75250.jpg,0
dataset/real\breakfast_burrito\1350344.jpg,1
dataset/real\crab_cakes\944840.jpg,1
dataset/fake\lobster_roll_sandwich\90373.jpg,0
dataset/fake\waffles\750964.jpg,0
dataset/fake\french_toast\831641.jpg,0
dataset/real\sushi\888125.jpg,1
dataset/fake\omelette\79767.jpg,0
dataset/fake\chicken_curry\505405.jpg,0
dataset/real\edamame\77830.jpg,1
dataset/fake\baklava\1951482.jpg,0
dataset/fake\tuna_tartare\804184.jpg,0
dataset/fake\cheese_plate\1323702.jpg,0
dataset/real\huevos_rancheros\898352.jpg,1
dataset/fake\bibimbap\3096950.jpg,0
dataset/real\french_fries\828160.jpg,1
dataset/fake\peking_duck\72036.jpg,0
dataset/real\ceviche\2842379.jpg,1
dataset/fake\greek_salad\71979.jpg,0
dataset/fake\mussels\6840.jpg,0
dataset/fake\french_toast\822924.jpg,0
dataset/real\dumplings\90206.jpg,1
dataset/real\gyoza\74395.jpg,1
dataset/real\pork_chop\642275.jpg,1
dataset/fake\sashimi\767866.jpg,0
dataset/fake\waffles\762877.jpg,0
dataset/fake\bread_pudding\2122791.jpg,0
dataset/fake\pizza\985164.jpg,0
dataset/fake\bibimbap\3282476.jpg,0
dataset/fake\pancakes\9949.jpg,0
dataset/real\waffles\78000.jpg,1
dataset/fake\grilled_salmon\952864.jpg,0
dataset/real\beet_salad\3132380.jpg,1
dataset/real\clam_chowder\894778.jpg,1
dataset/fake\french_fries\820107.jpg,0
dataset/real\pork_chop\646761.jpg,1
dataset/real\frozen_yogurt\76788.jpg,1
dataset/real\strawberry_shortcake\99706.jpg,1
dataset/fake\clam_chowder\907742.jpg,0
dataset/fake\miso_soup\854424.jpg,0
dataset/fake\gyoza\747928.jpg,0
dataset/fake\bibimbap\1007274.jpg,0
dataset/fake\chicken_curry\1513968.jpg,0
dataset/real\pho\62482.jpg,1
dataset/real\bread_pudding\684945.jpg,1
dataset/fake\shrimp_and_grits\916436.jpg,0
dataset/fake\gnocchi\780369.jpg,0
dataset/fake\bread_pudding\3476894.jpg,0
dataset/real\steak\86782.jpg,1
dataset/fake\hummus\97624.jpg,0
dataset/real\ice_cream\885709.jpg,1
dataset/fake\mussels\72087.jpg,0
dataset/fake\cup_cakes\8898.jpg,0
dataset/real\takoyaki\669605.jpg,1
dataset/real\panna_cotta\622093.jpg,1
dataset/real\bread_pudding\1944934.jpg,1
dataset/fake\french_fries\806895.jpg,0
dataset/fake\filet_mignon\97768.jpg,0
dataset/fake\croque_madame\78825.jpg,0
dataset/fake\beignets\1869263.jpg,0
dataset/real\steak\75537.jpg,1
dataset/fake\lobster_bisque\880360.jpg,0
dataset/real\chocolate_mousse\869174.jpg,1
dataset/real\ceviche\3396168.jpg,1
dataset/real\carrot_cake\335943.jpg,1
dataset/real\deviled_eggs\83675.jpg,1
dataset/real\prime_rib\821163.jpg,1
dataset/real\dumplings\92182.jpg,1
dataset/real\guacamole\8991.jpg,1
dataset/fake\beet_salad\2705890.jpg,0
dataset/real\bruschetta\919487.jpg,1
dataset/fake\lasagna\741547.jpg,0
dataset/real\macarons\813910.jpg,1
dataset/fake\caesar_salad\2050496.jpg,0
dataset/fake\chocolate_cake\106203.jpg,0
dataset/fake\escargots\521425.jpg,0
dataset/fake\cheese_plate\1353209.jpg,0
dataset/fake\greek_salad\995575.jpg,0
dataset/fake\frozen_yogurt\82959.jpg,0
dataset/fake\garlic_bread\832999.jpg,0
dataset/real\miso_soup\837361.jpg,1
dataset/fake\miso_soup\841249.jpg,0
dataset/fake\caesar_salad\3289797.jpg,0
dataset/fake\onion_rings\743949.jpg,0
dataset/real\chocolate_mousse\874420.jpg,1
dataset/fake\croque_madame\986297.jpg,0
dataset/fake\hamburger\85915.jpg,0
dataset/fake\grilled_salmon\905854.jpg,0
dataset/fake\steak\91432.jpg,0
dataset/fake\huevos_rancheros\920489.jpg,0
dataset/fake\steak\80215.jpg,0
dataset/real\omelette\84313.jpg,1
dataset/fake\risotto\75011.jpg,0
dataset/fake\fish_and_chips\2849652.jpg,0
dataset/fake\tacos\83935.jpg,0
dataset/real\falafel\6768.jpg,1
dataset/real\crab_cakes\912450.jpg,1
dataset/fake\cannoli\1418734.jpg,0
dataset/fake\hummus\90847.jpg,0
dataset/real\lobster_roll_sandwich\8893.jpg,1
dataset/real\lasagna\88459.jpg,1
dataset/real\gyoza\711836.jpg,1
dataset/fake\onion_rings\87362.jpg,0
dataset/real\samosa\82163.jpg,1
dataset/fake\ramen\73207.jpg,0
dataset/real\apple_pie\3508043.jpg,1
dataset/real\pizza\59445.jpg,1
dataset/real\spaghetti_bolognese\850714.jpg,1
dataset/real\spring_rolls\688323.jpg,1
dataset/fake\baklava\2435600.jpg,0
dataset/fake\breakfast_burrito\3289639.jpg,0
dataset/real\french_onion_soup\730494.jpg,1
dataset/real\cheesecake\1751518.jpg,1
dataset/real\ravioli\793377.jpg,1
dataset/real\guacamole\862550.jpg,1
dataset/real\escargots\641.jpg,1
dataset/real\poutine\921426.jpg,1
dataset/fake\pork_chop\653797.jpg,0
dataset/real\ceviche\2443052.jpg,1
dataset/fake\paella\593982.jpg,0
dataset/fake\beignets\1040454.jpg,0
dataset/fake\chocolate_cake\2493285.jpg,0
dataset/real\beignets\2979521.jpg,1
dataset/fake\lasagna\774730.jpg,0
dataset/real\hot_dog\92613.jpg,1
dataset/fake\cheese_plate\3849851.jpg,0
dataset/fake\tacos\8350.jpg,0
dataset/fake\chicken_wings\225318.jpg,0
dataset/fake\cheesecake\970606.jpg,0
dataset/fake\baby_back_ribs\41235.jpg,0
dataset/fake\omelette\757520.jpg,0
dataset/real\tiramisu\442915.jpg,1
dataset/real\beignets\1416495.jpg,1
dataset/fake\fried_calamari\64144.jpg,0
dataset/fake\falafel\978302.jpg,0
dataset/real\prime_rib\859424.jpg,1
dataset/fake\deviled_eggs\9836.jpg,0
dataset/fake\baby_back_ribs\2687000.jpg,0
dataset/fake\macarons\886805.jpg,0
dataset/fake\spring_rolls\688323.jpg,0
dataset/real\pad_thai\756331.jpg,1
dataset/real\steak\66183.jpg,1
dataset/fake\risotto\97535.jpg,0
dataset/real\hamburger\97917.jpg,1
dataset/real\foie_gras\98353.jpg,1
dataset/fake\apple_pie\678482.jpg,0
dataset/fake\gyoza\7113.jpg,0
dataset/fake\poutine\850813.jpg,0
dataset/real\miso_soup\851129.jpg,1
dataset/fake\lobster_roll_sandwich\86817.jpg,0
dataset/fake\croque_madame\83261.jpg,0
dataset/fake\caprese_salad\2821697.jpg,0
dataset/real\carrot_cake\2280491.jpg,1
dataset/real\chicken_quesadilla\2367805.jpg,1
dataset/fake\apple_pie\910097.jpg,0
dataset/real\onion_rings\746144.jpg,1
dataset/real\cup_cakes\72335.jpg,1
dataset/fake\spring_rolls\85452.jpg,0
dataset/real\pancakes\84956.jpg,1
dataset/real\ramen\675302.jpg,1
dataset/fake\oysters\926262.jpg,0
dataset/fake\french_onion_soup\699260.jpg,0
dataset/real\apple_pie\695587.jpg,1
dataset/fake\hot_dog\98754.jpg,0
dataset/real\hot_dog\938937.jpg,1
dataset/fake\poutine\869931.jpg,0
dataset/fake\strawberry_shortcake\6436.jpg,0
dataset/fake\pork_chop\92752.jpg,0
dataset/real\chocolate_cake\2357108.jpg,1
dataset/real\dumplings\834049.jpg,1
dataset/real\pork_chop\644795.jpg,1
dataset/real\frozen_yogurt\69915.jpg,1
dataset/fake\scallops\686766.jpg,0
dataset/real\churros\875514.jpg,1
dataset/fake\hot_and_sour_soup\661084.jpg,0
dataset/real\falafel\995977.jpg,1
dataset/real\beef_tartare\3001672.jpg,1
dataset/real\hot_dog\91869.jpg,1
dataset/fake\poutine\860886.jpg,0
dataset/fake\cheesecake\929004.jpg,0
dataset/real\crab_cakes\936683.jpg,1
dataset/real\seaweed_salad\78084.jpg,1
dataset/fake\lasagna\824678.jpg,0
dataset/fake\tiramisu\514938.jpg,0
dataset/real\french_onion_soup\95602.jpg,1
dataset/fake\macarons\846139.jpg,0
dataset/fake\french_toast\782712.jpg,0
dataset/real\shrimp_and_grits\917823.jpg,1
dataset/real\chocolate_cake\2029248.jpg,1
dataset/real\pizza\979955.jpg,1
dataset/real\baklava\1951482.jpg,1
dataset/real\french_onion_soup\759629.jpg,1
dataset/real\foie_gras\566380.jpg,1
dataset/fake\filet_mignon\872673.jpg,0
dataset/real\cup_cakes\96277.jpg,1
dataset/fake\chocolate_cake\3793884.jpg,0
dataset/real\ceviche\356177.jpg,1
dataset/fake\edamame\784656.jpg,0
dataset/fake\edamame\93014.jpg,0
dataset/fake\chicken_wings\1491184.jpg,0
dataset/fake\onion_rings\726720.jpg,0
dataset/real\club_sandwich\885166.jpg,1
dataset/fake\churros\904536.jpg,0
dataset/fake\bibimbap\2994086.jpg,0
dataset/fake\apple_pie\2101662.jpg,0
dataset/fake\prime_rib\99934.jpg,0
dataset/fake\tuna_tartare\783821.jpg,0
dataset/fake\filet_mignon\9372.jpg,0
dataset/fake\tuna_tartare\99695.jpg,0
dataset/fake\pulled_pork_sandwich\992038.jpg,0
dataset/real\garlic_bread\853246.jpg,1
dataset/fake\chocolate_cake\2103047.jpg,0
dataset/real\pho\990037.jpg,1
dataset/real\chocolate_mousse\896003.jpg,1
dataset/real\eggs_benedict\7571.jpg,1
dataset/fake\club_sandwich\866644.jpg,0
dataset/real\hummus\98985.jpg,1
dataset/real\waffles\743722.jpg,1
dataset/fake\lasagna\800629.jpg,0
dataset/fake\chicken_wings\1165970.jpg,0
dataset/real\pancakes\92441.jpg,1
dataset/real\spaghetti_carbonara\715901.jpg,1
dataset/fake\pizza\979998.jpg,0
dataset/fake\takoyaki\90139.jpg,0
dataset/real\ceviche\2985429.jpg,1
dataset/fake\pho\6134.jpg,0
dataset/fake\beef_tartare\3168312.jpg,0
dataset/real\pho\70638.jpg,1
dataset/real\beef_tartare\3492636.jpg,1
dataset/real\cheese_plate\688432.jpg,1
dataset/real\clam_chowder\91980.jpg,1
dataset/real\chicken_wings\44776.jpg,1
dataset/real\spring_rolls\91708.jpg,1
dataset/real\paella\582929.jpg,1
dataset/real\cup_cakes\91203.jpg,1
dataset/real\chicken_quesadilla\1367589.jpg,1
dataset/fake\french_fries\93653.jpg,0
dataset/real\shrimp_and_grits\912335.jpg,1
dataset/real\bibimbap\930571.jpg,1
dataset/fake\garlic_bread\790248.jpg,0
dataset/real\fried_rice\69248.jpg,1
dataset/real\guacamole\902637.jpg,1
dataset/real\hamburger\73783.jpg,1
dataset/fake\club_sandwich\887877.jpg,0
dataset/real\risotto\78212.jpg,1
dataset/fake\falafel\947221.jpg,0
dataset/real\cup_cakes\79466.jpg,1
dataset/fake\frozen_yogurt\77987.jpg,0
dataset/real\macaroni_and_cheese\97474.jpg,1
dataset/fake\ravioli\788795.jpg,0
dataset/fake\omelette\823932.jpg,0
dataset/fake\bibimbap\2626221.jpg,0
dataset/real\croque_madame\56038.jpg,1
dataset/real\nachos\549619.jpg,1
dataset/fake\chocolate_cake\293607.jpg,0
dataset/fake\beef_tartare\637873.jpg,0
dataset/real\hamburger\724367.jpg,1
dataset/real\eggs_benedict\975493.jpg,1
dataset/real\bread_pudding\2575335.jpg,1
dataset/real\pho\981313.jpg,1
dataset/fake\cannoli\1729486.jpg,0
dataset/real\risotto\86605.jpg,1
dataset/real\sashimi\787756.jpg,1
dataset/fake\scallops\647664.jpg,0
dataset/fake\creme_brulee\905471.jpg,0
dataset/real\frozen_yogurt\90338.jpg,1
dataset/fake\french_toast\794602.jpg,0
dataset/real\macaroni_and_cheese\663594.jpg,1
dataset/real\bruschetta\719733.jpg,1
dataset/fake\lasagna\758258.jpg,0
dataset/fake\oysters\99832.jpg,0
dataset/fake\churros\909570.jpg,0
dataset/real\fried_rice\55344.jpg,1
dataset/real\panna_cotta\603878.jpg,1
dataset/real\croque_madame\994827.jpg,1
dataset/real\bread_pudding\1251722.jpg,1
dataset/fake\guacamole\849244.jpg,0
dataset/fake\spaghetti_bolognese\807657.jpg,0
dataset/real\samosa\816846.jpg,1
dataset/fake\churros\97416.jpg,0
dataset/real\lobster_bisque\808064.jpg,1
dataset/fake\cup_cakes\79466.jpg,0
dataset/fake\cheesecake\164855.jpg,0
dataset/fake\fish_and_chips\958644.jpg,0
dataset/real\huevos_rancheros\95293.jpg,1
dataset/real\scallops\659150.jpg,1
dataset/real\breakfast_burrito\3259142.jpg,1
dataset/real\spaghetti_carbonara\80001.jpg,1
dataset/fake\peking_duck\563461.jpg,0
dataset/fake\foie_gras\570930.jpg,0
dataset/fake\beet_salad\1395142.jpg,0
dataset/real\sushi\89467.jpg,1
dataset/real\caprese_salad\2821697.jpg,1
dataset/fake\oysters\98313.jpg,0
dataset/fake\beef_carpaccio\2503017.jpg,0
dataset/fake\ravioli\788592.jpg,0
dataset/real\poutine\852737.jpg,1
dataset/fake\ceviche\356177.jpg,0
dataset/real\chocolate_mousse\925530.jpg,1
dataset/real\onion_rings\77500.jpg,1
dataset/real\beef_carpaccio\1462959.jpg,1
dataset/fake\pork_chop\71669.jpg,0
dataset/real\lasagna\797538.jpg,1
dataset/fake\pizza\98607.jpg,0
dataset/fake\takoyaki\669572.jpg,0
dataset/fake\lobster_bisque\808064.jpg,0
dataset/real\pizza\82772.jpg,1
dataset/real\cheese_plate\3091366.jpg,1
dataset/fake\huevos_rancheros\897916.jpg,0
dataset/real\pancakes\73265.jpg,1
dataset/fake\french_toast\99857.jpg,0
dataset/real\french_onion_soup\776311.jpg,1
dataset/fake\nachos\83227.jpg,0
dataset/real\panna_cotta\78936.jpg,1
dataset/fake\omelette\92386.jpg,0
dataset/real\samosa\8443.jpg,1
dataset/fake\fish_and_chips\3860849.jpg,0
dataset/fake\gnocchi\782613.jpg,0
dataset/real\deviled_eggs\604308.jpg,1
dataset/real\ice_cream\921876.jpg,1
dataset/fake\hot_and_sour_soup\66094.jpg,0
dataset/real\poutine\853999.jpg,1
dataset/real\lobster_bisque\862708.jpg,1
dataset/fake\filet_mignon\99239.jpg,0
dataset/real\churros\934551.jpg,1
dataset/real\spaghetti_carbonara\689867.jpg,1
dataset/fake\escargots\88503.jpg,0
dataset/real\red_velvet_cake\59503.jpg,1
dataset/fake\spring_rolls\699548.jpg,0
dataset/fake\bread_pudding\343133.jpg,0
dataset/real\french_toast\821391.jpg,1
dataset/fake\ceviche\2443052.jpg,0
dataset/real\foie_gras\562249.jpg,1
dataset/fake\falafel\950261.jpg,0
dataset/real\pizza\93961.jpg,1
dataset/fake\fish_and_chips\964750.jpg,0
dataset/real\huevos_rancheros\939505.jpg,1
dataset/real\steak\7056.jpg,1
dataset/fake\huevos_rancheros\95203.jpg,0
dataset/real\mussels\600210.jpg,1
dataset/fake\spaghetti_carbonara\717788.jpg,0
dataset/real\takoyaki\682236.jpg,1
dataset/fake\garlic_bread\804151.jpg,0
dataset/fake\baklava\1117620.jpg,0
dataset/fake\hummus\872615.jpg,0
dataset/real\waffles\98131.jpg,1
dataset/fake\bruschetta\1169212.jpg,0
dataset/fake\french_fries\85375.jpg,0
dataset/real\pancakes\90596.jpg,1
dataset/real\samosa\833085.jpg,1
